Time (s),Amplitude
0.0,0.028429735500445304
0.001000100010001,0.02299441910500547
0.002000200020002,0.11047294581177236
0.003000300030003,0.31202572475606716
0.004000400040004,0.28765092469546205
0.005000500050005001,0.44724454098806826
0.006000600060006,0.486150684607424
0.0070007000700070005,0.5083735554839509
0.008000800080008,0.595581133495526
0.009000900090009001,0.7087402497078195
0.010001000100010001,0.6831956749772639
0.011001100110011002,0.8027095333443109
0.012001200120012,0.8270779803368203
0.013001300130013,0.8630442135138439
0.014001400140014001,0.8773550229863503
0.015001500150015001,0.8751492295150742
0.016001600160016,0.8253079531335742
0.017001700170017002,1.0586892329744657
0.018001800180018002,0.9553434611626954
0.019001900190019003,1.0050384248368844
0.020002000200020003,1.0003454584858733
0.021002100210021003,0.9646034935090289
0.022002200220022004,0.9450084910400937
0.023002300230023004,0.9547216508051429
0.024002400240024,0.9751362304767373
0.025002500250025,0.8935375771806083
0.026002600260026,0.9058468175086766
0.027002700270027002,0.8303247110656881
0.028002800280028002,0.7952069657526508
0.029002900290029002,0.726116311811987
0.030003000300030003,0.6445373642858929
0.031003100310031003,0.5751683837376953
0.032003200320032,0.5605310357787837
0.033003300330033,0.6253590133112592
0.034003400340034004,0.41969701630542333
0.035003500350035,0.3727399780551592
0.036003600360036005,0.23933331698790003
0.037003700370037,0.15597394081722968
0.038003800380038005,0.06101058477068963
0.039003900390039,0.006460560062527508
0.040004000400040006,0.01630273399817088
0.041004100410041,-0.12896085698700221
0.04200420042004201,-0.20166573596775528
0.043004300430043,-0.22205113993233697
0.04400440044004401,-0.37416909071191395
0.045004500450045004,-0.3803341304320087
0.04600460046004601,-0.505554394209205
0.047004700470047005,-0.5201500209702619
0.048004800480048,-0.5791211366937095
0.049004900490049005,-0.6907484330431043
0.05000500050005,-0.7240174848248606
0.051005100510051006,-0.7943826421167516
0.052005200520052,-0.8968193779687204
0.05300530053005301,-0.8816377433214254
0.054005400540054004,-0.8449821694754474
0.05500550055005501,-0.9487750196645847
0.056005600560056004,-0.823536246574714
0.05700570057005701,-1.0494332302816727
0.058005800580058005,-0.9543846212181575
0.05900590059005901,-0.9986669159707401
0.060006000600060005,-0.9878798794020058
0.06100610061006101,-1.032821387812567
0.062006200620062006,-0.997161418609495
0.063006300630063,-0.9332256725128097
0.064006400640064,-0.9247081966483409
0.06500650065006501,-0.9260766004318944
0.066006600660066,-0.8569018727545282
0.067006700670067,-0.7525689021607114
0.06800680068006801,-0.7876252432018152
0.06900690069006901,-0.7581504387316487
0.07000700070007,-0.6445533228812295
0.071007100710071,-0.6095376044653915
0.07200720072007201,-0.5800885232982875
0.07300730073007301,-0.525949404557503
0.074007400740074,-0.4117057816823469
0.075007500750075,-0.30257226362912876
0.07600760076007601,-0.2613423798918932
0.07700770077007701,-0.12546848470751892
0.078007800780078,-0.04613335389149222
0.07900790079007901,0.034488095395367756
0.08000800080008001,-0.002119190092118168
0.081008100810081,-0.055110944743678086
0.082008200820082,0.09254067148100416
0.08300830083008301,0.07233406428469188
0.08400840084008401,-0.013543709145553542
0.085008500850085,0.16548123465954806
0.086008600860086,0.1317221764784434
0.08700870087008701,0.13712674282360576
0.08800880088008801,0.1635936289543517
0.089008900890089,0.31932112244932165
0.09000900090009001,0.3138236219686198
0.09100910091009101,0.39550210432765104
0.09200920092009202,0.4733072829525272
0.093009300930093,0.5390777590559922
0.09400940094009401,0.6002455673367564
0.09500950095009501,0.6787909271693912
0.096009600960096,0.7206697430487292
0.09700970097009701,0.8816723204342732
0.09800980098009801,0.8141081781529032
0.09900990099009901,0.8867403359044715
0.1000100010001,0.9359271650138195
0.10101010101010101,0.974135512534758
0.10201020102010201,0.9965617080568969
0.10301030103010302,1.022512177326155
0.104010401040104,1.011683570648869
0.10501050105010501,1.0564249733140192
